date,province,rainfall_mm,avg_temp_c
2021-01-28,Mpumalanga,0.0,16.4
2021-01-29,Mpumalanga,8.8,15.6
2021-01-30,Mpumalanga,7.0,16.6
2021-01-31,Mpumalanga,1.1,15.4
2021-02-01,Mpumalanga,16.9,14.2
2021-02-02,Mpumalanga,0.0,16.3
2021-02-03,Mpumalanga,0.0,14.4
2021-02-04,Mpumalanga,4.3,17.2
2021-02-05,Mpumalanga,5.9,16.3
2021-02-06,Mpumalanga,1.4,18.6
2021-02-07,Mpumalanga,0.0,16.0
2021-02-08,Mpumalanga,5.8,16.5
2021-02-09,Mpumalanga,0.0,14.3
2021-02-10,Mpumalanga,6.5,14.9
2021-02-11,Mpumalanga,0.0,14.1
2021-02-12,Mpumalanga,0.0,18.3
2021-02-13,Mpumalanga,6.2,16.0
2021-02-14,Mpumalanga,0.0,18.8
2021-02-15,Mpumalanga,0.0,12.8
2021-02-16,Mpumalanga,2.8,19.2
2021-02-17,Mpumalanga,0.0,16.8
2021-02-18,Mpumalanga,4.6,17.5
2021-02-19,Mpumalanga,0.0,15.5
2021-02-20,Mpumalanga,1.4,17.9
2021-02-21,Mpumalanga,0.0,16.6
2021-02-22,Mpumalanga,0.0,15.4
2021-02-23,Mpumalanga,0.0,15.5
2021-02-24,Mpumalanga,0.0,15.5
2021-02-25,Mpumalanga,0.0,18.0
2021-02-26,Mpumalanga,0.0,16.5
2021-02-27,Mpumalanga,0.0,15.1
2021-02-28,Mpumalanga,0.0,18.2
2021-03-01,Mpumalanga,0.0,14.5
2021-03-02,Mpumalanga,0.0,19.8
2021-03-03,Mpumalanga,0.0,20.8
2021-03-04,Mpumalanga,0.0,16.0
2021-03-05,Mpumalanga,0.0,19.6
2021-03-06,Mpumalanga,4.9,18.6
2021-03-07,Mpumalanga,10.0,17.4
2021-03-08,Mpumalanga,2.3,17.6
2021-03-09,Mpumalanga,0.0,19.3
2021-03-10,Mpumalanga,1.2,18.4
2021-03-11,Mpumalanga,0.0,14.6
2021-03-12,Mpumalanga,0.0,21.7
2021-03-13,Mpumalanga,2.5,19.3
2021-03-14,Mpumalanga,0.0,18.7
2021-03-15,Mpumalanga,0.7,17.8
2021-03-16,Mpumalanga,2.1,18.6
2021-03-17,Mpumalanga,0.0,20.9
2021-03-18,Mpumalanga,0.0,19.5
2021-03-19,Mpumalanga,0.0,19.8
2021-03-20,Mpumalanga,26.9,17.4
2021-03-21,Mpumalanga,0.0,18.9
2021-03-22,Mpumalanga,4.2,19.5
2021-03-23,Mpumalanga,12.6,20.6
2021-03-24,Mpumalanga,2.4,19.0
2021-03-25,Mpumalanga,4.2,21.1
2021-03-26,Mpumalanga,11.5,18.1
2021-03-27,Mpumalanga,3.4,20.1
2021-03-28,Mpumalanga,0.0,19.9
2021-03-29,Mpumalanga,12.0,17.9
2021-03-30,Mpumalanga,5.3,20.2
2021-03-31,Mpumalanga,4.8,19.5
2021-04-01,Mpumalanga,0.0,22.6
2021-04-02,Mpumalanga,5.0,19.9
2021-04-03,Mpumalanga,0.0,21.2
2021-04-04,Mpumalanga,0.0,18.9
2021-04-05,Mpumalanga,3.5,21.2
2021-04-06,Mpumalanga,0.0,20.3
2021-04-07,Mpumalanga,17.2,19.9
2021-04-08,Mpumalanga,0.0,25.4
2021-04-09,Mpumalanga,0.0,20.7
2021-04-10,Mpumalanga,0.0,21.0
2021-04-11,Mpumalanga,1.0,22.8
2021-04-12,Mpumalanga,0.0,20.4
2021-04-13,Mpumalanga,0.0,22.3
2021-04-14,Mpumalanga,2.1,22.5
2021-04-15,Mpumalanga,0.0,22.2
2021-04-16,Mpumalanga,0.0,25.4
2021-04-17,Mpumalanga,0.0,20.9
2021-04-18,Mpumalanga,3.4,24.5
2021-04-19,Mpumalanga,0.0,23.0
2021-04-20,Mpumalanga,0.0,23.8
2021-04-21,Mpumalanga,15.0,23.0
2021-04-22,Mpumalanga,0.0,25.4
2021-04-23,Mpumalanga,0.0,22.2
2021-04-24,Mpumalanga,0.0,23.5
2021-04-25,Mpumalanga,2.8,24.9
2021-04-26,Mpumalanga,0.0,22.2
2021-04-27,Mpumalanga,0.0,24.6
2021-04-28,Mpumalanga,0.0,23.2
2021-04-29,Mpumalanga,0.0,21.5
2021-04-30,Mpumalanga,0.0,21.2
2021-05-01,Mpumalanga,0.0,23.4
2021-05-02,Mpumalanga,0.0,25.1
2021-05-03,Mpumalanga,0.0,20.6
2021-05-04,Mpumalanga,0.0,24.1
2021-05-05,Mpumalanga,0.0,25.2
2021-05-06,Mpumalanga,0.0,22.1
2021-05-07,Mpumalanga,0.0,23.1
2021-05-08,Mpumalanga,0.0,25.1
2021-05-09,Mpumalanga,5.3,25.6
2021-05-10,Mpumalanga,0.0,26.8
2021-05-11,Mpumalanga,0.0,23.6
2021-05-12,Mpumalanga,0.0,23.3
2021-05-13,Mpumalanga,0.0,27.1
2021-05-14,Mpumalanga,0.0,23.6
2021-05-15,Mpumalanga,0.0,25.6
2021-05-16,Mpumalanga,0.0,28.2
2021-05-17,Mpumalanga,0.0,26.2
2021-05-18,Mpumalanga,0.0,26.3
2021-05-19,Mpumalanga,0.0,27.1
2021-05-20,Mpumalanga,0.1,26.1
2021-05-21,Mpumalanga,0.0,26.6
2021-05-22,Mpumalanga,0.0,24.9
2021-05-23,Mpumalanga,0.0,27.3
2021-05-24,Mpumalanga,0.0,26.3
2021-05-25,Mpumalanga,0.0,23.5
2021-05-26,Mpumalanga,0.0,26.2
2021-05-27,Mpumalanga,0.0,22.6
2021-05-28,Mpumalanga,0.0,27.0
2021-05-29,Mpumalanga,0.0,25.7
2021-05-30,Mpumalanga,0.0,29.0
2021-05-31,Mpumalanga,0.0,26.9
2021-06-01,Mpumalanga,0.0,27.6
2021-06-02,Mpumalanga,0.0,24.8
2021-06-03,Mpumalanga,0.0,27.4
2021-06-04,Mpumalanga,0.0,25.5
2021-06-05,Mpumalanga,0.0,28.2
2021-06-06,Mpumalanga,0.0,24.9
2021-06-07,Mpumalanga,0.0,26.8
2021-06-08,Mpumalanga,0.0,25.0
2021-06-09,Mpumalanga,0.0,27.0
2021-06-10,Mpumalanga,0.0,29.9
2021-06-11,Mpumalanga,0.0,28.0
2021-06-12,Mpumalanga,0.0,26.9
2021-06-13,Mpumalanga,0.0,23.3
2021-06-14,Mpumalanga,0.0,26.3
2021-06-15,Mpumalanga,0.4,27.9
2021-06-16,Mpumalanga,0.0,26.4
2021-06-17,Mpumalanga,0.0,29.4
2021-06-18,Mpumalanga,0.0,27.4
2021-06-19,Mpumalanga,0.0,29.0
2021-06-20,Mpumalanga,0.0,27.7
2021-06-21,Mpumalanga,0.0,27.0
2021-06-22,Mpumalanga,0.0,26.8
2021-06-23,Mpumalanga,0.0,26.0
2021-06-24,Mpumalanga,0.0,29.2
2021-06-25,Mpumalanga,0.0,27.0
2021-06-26,Mpumalanga,0.0,28.4
2021-06-27,Mpumalanga,0.0,26.9
2021-06-28,Mpumalanga,0.0,26.1
2021-06-29,Mpumalanga,0.0,28.6
2021-06-30,Mpumalanga,0.0,26.6
2021-07-01,Mpumalanga,0.0,27.2
2021-07-02,Mpumalanga,0.0,25.9
2021-07-03,Mpumalanga,0.0,27.1
2021-07-04,Mpumalanga,0.1,27.9
2021-07-05,Mpumalanga,0.0,27.5
2021-07-06,Mpumalanga,0.0,29.1
2021-07-07,Mpumalanga,0.0,28.1
2021-07-08,Mpumalanga,0.0,32.6
2021-07-09,Mpumalanga,0.0,28.6
2021-07-10,Mpumalanga,0.2,25.4
2021-07-11,Mpumalanga,0.0,27.7
2021-07-12,Mpumalanga,0.0,27.8
2021-07-13,Mpumalanga,0.0,27.1
2021-07-14,Mpumalanga,0.0,28.1
2021-07-15,Mpumalanga,0.0,27.0
2021-07-16,Mpumalanga,0.0,28.5
2021-07-17,Mpumalanga,0.0,25.1
2021-07-18,Mpumalanga,0.0,29.7
2021-07-19,Mpumalanga,0.0,25.6
2021-07-20,Mpumalanga,0.0,27.6
2021-07-21,Mpumalanga,0.0,26.9
2021-07-22,Mpumalanga,0.0,28.4
2021-07-23,Mpumalanga,0.0,27.7
2021-07-24,Mpumalanga,0.0,28.3
2021-07-25,Mpumalanga,0.0,29.6
2021-07-26,Mpumalanga,0.0,29.1
2021-07-27,Mpumalanga,0.0,28.0
2021-07-28,Mpumalanga,0.0,28.6
2021-07-29,Mpumalanga,0.0,30.8
2021-07-30,Mpumalanga,0.0,29.0
2021-07-31,Mpumalanga,0.0,27.4
2021-08-01,Mpumalanga,0.0,29.7
2021-08-02,Mpumalanga,0.0,28.3
2021-08-03,Mpumalanga,0.0,26.3
2021-08-04,Mpumalanga,0.0,27.4
2021-08-05,Mpumalanga,0.0,25.5
2021-08-06,Mpumalanga,0.0,24.2
2021-08-07,Mpumalanga,0.0,26.2
2021-08-08,Mpumalanga,0.0,27.7
2021-08-09,Mpumalanga,0.0,27.7
2021-08-10,Mpumalanga,0.0,25.4
2021-08-11,Mpumalanga,0.0,23.9
2021-08-12,Mpumalanga,0.0,29.6
2021-08-13,Mpumalanga,0.0,27.5
2021-08-14,Mpumalanga,0.0,29.6
2021-08-15,Mpumalanga,0.0,29.5
2021-08-16,Mpumalanga,0.0,28.3
2021-08-17,Mpumalanga,0.0,27.2
2021-08-18,Mpumalanga,0.0,26.5
2021-08-19,Mpumalanga,0.0,28.1
2021-08-20,Mpumalanga,0.0,26.7
2021-08-21,Mpumalanga,0.0,26.0
2021-08-22,Mpumalanga,0.0,23.7
2021-08-23,Mpumalanga,0.0,26.7
2021-08-24,Mpumalanga,0.0,28.4
2021-08-25,Mpumalanga,0.0,28.6
2021-08-26,Mpumalanga,0.0,26.7
2021-08-27,Mpumalanga,0.0,25.2
2021-08-28,Mpumalanga,0.0,27.8
2021-08-29,Mpumalanga,0.0,26.4
2021-08-30,Mpumalanga,0.0,25.8
2021-08-31,Mpumalanga,0.0,24.1
2021-09-01,Mpumalanga,0.0,29.3
2021-09-02,Mpumalanga,0.0,27.2
2021-09-03,Mpumalanga,0.0,27.3
2021-09-04,Mpumalanga,0.0,24.7
2021-09-05,Mpumalanga,0.0,26.0
2021-09-06,Mpumalanga,0.0,25.7
2021-09-07,Mpumalanga,0.0,26.9
2021-09-08,Mpumalanga,3.0,27.7
2021-09-09,Mpumalanga,0.0,23.4
2021-09-10,Mpumalanga,0.0,23.9
2021-09-11,Mpumalanga,0.0,26.3
2021-09-12,Mpumalanga,0.0,24.5
2021-09-13,Mpumalanga,0.0,26.4
2021-09-14,Mpumalanga,0.0,24.6
2021-09-15,Mpumalanga,0.0,23.2
2021-09-16,Mpumalanga,0.0,22.3
2021-09-17,Mpumalanga,0.0,25.6
2021-09-18,Mpumalanga,0.0,25.5
2021-09-19,Mpumalanga,0.0,26.1
2021-09-20,Mpumalanga,0.0,25.1
2021-09-21,Mpumalanga,0.0,18.8
2021-09-22,Mpumalanga,0.0,25.1
2021-09-23,Mpumalanga,0.0,22.1
2021-09-24,Mpumalanga,0.0,21.4
2021-09-25,Mpumalanga,0.0,21.1
2021-09-26,Mpumalanga,0.0,20.9
2021-09-27,Mpumalanga,0.0,24.3
2021-09-28,Mpumalanga,0.0,22.7
2021-09-29,Mpumalanga,0.0,21.4
2021-09-30,Mpumalanga,0.0,23.6
2021-10-01,Mpumalanga,0.0,21.8
2021-10-02,Mpumalanga,0.0,24.9
2021-10-03,Mpumalanga,0.0,25.5
2021-10-04,Mpumalanga,0.0,22.9
2021-10-05,Mpumalanga,0.1,25.2
2021-10-06,Mpumalanga,0.0,25.1
2021-10-07,Mpumalanga,0.0,23.0
2021-10-08,Mpumalanga,0.0,25.4
2021-10-09,Mpumalanga,0.0,21.8
2021-10-10,Mpumalanga,0.0,19.7
2021-10-11,Mpumalanga,1.7,20.2
2021-10-12,Mpumalanga,0.0,21.4
2021-10-13,Mpumalanga,0.0,23.1
2021-10-14,Mpumalanga,0.0,20.4
2021-10-15,Mpumalanga,0.0,21.1
2021-10-16,Mpumalanga,0.0,20.1
2021-10-17,Mpumalanga,0.0,20.9
2021-10-18,Mpumalanga,0.0,23.8
2021-10-19,Mpumalanga,2.0,22.2
2021-10-20,Mpumalanga,0.0,20.7
2021-10-21,Mpumalanga,0.0,23.3
2021-10-22,Mpumalanga,0.0,21.4
2021-10-23,Mpumalanga,0.0,21.5
2021-10-24,Mpumalanga,0.0,22.9
2021-10-25,Mpumalanga,0.0,20.5
2021-10-26,Mpumalanga,0.0,22.3
2021-10-27,Mpumalanga,0.0,22.1
2021-10-28,Mpumalanga,0.0,20.5
2021-10-29,Mpumalanga,0.0,18.5
2021-10-30,Mpumalanga,0.0,20.6
2021-10-31,Mpumalanga,0.0,22.1
2021-11-01,Mpumalanga,0.0,21.6
2021-11-02,Mpumalanga,0.0,22.8
2021-11-03,Mpumalanga,4.8,19.4
2021-11-04,Mpumalanga,0.0,21.2
2021-11-05,Mpumalanga,0.0,18.4
2021-11-06,Mpumalanga,0.0,20.2
2021-11-07,Mpumalanga,0.0,21.4
2021-11-08,Mpumalanga,0.0,21.0
2021-11-09,Mpumalanga,0.0,19.7
2021-11-10,Mpumalanga,0.0,19.1
2021-11-11,Mpumalanga,0.0,17.9
2021-11-12,Mpumalanga,0.0,18.9
2021-11-13,Mpumalanga,4.8,17.2
2021-11-14,Mpumalanga,1.3,18.6
2021-11-15,Mpumalanga,0.0,16.3
2021-11-16,Mpumalanga,0.0,16.9
2021-11-17,Mpumalanga,0.0,20.1
2021-11-18,Mpumalanga,3.1,19.9
2021-11-19,Mpumalanga,0.0,18.2
2021-11-20,Mpumalanga,0.0,18.7
2021-11-21,Mpumalanga,0.0,18.8
2021-11-22,Mpumalanga,0.0,19.1
2021-11-23,Mpumalanga,0.5,18.9
2021-11-24,Mpumalanga,2.1,16.2
2021-11-25,Mpumalanga,0.0,14.5
2021-11-26,Mpumalanga,0.0,16.6
2021-11-27,Mpumalanga,0.7,17.8
2021-11-28,Mpumalanga,0.0,19.4
2021-11-29,Mpumalanga,1.7,18.2
2021-11-30,Mpumalanga,7.4,18.6
2021-12-01,Mpumalanga,0.0,16.4
2021-12-02,Mpumalanga,9.6,17.5
2021-12-03,Mpumalanga,0.0,17.7
2021-12-04,Mpumalanga,0.0,16.4
2021-12-05,Mpumalanga,8.3,15.8
2021-12-06,Mpumalanga,3.2,17.0
2021-12-07,Mpumalanga,0.0,18.3
2021-12-08,Mpumalanga,9.1,15.9
2021-12-09,Mpumalanga,0.0,16.9
2021-12-10,Mpumalanga,8.9,19.1
2021-12-11,Mpumalanga,0.0,16.3
2021-12-12,Mpumalanga,15.5,17.0
2021-12-13,Mpumalanga,10.0,16.8
2021-12-14,Mpumalanga,5.7,16.6
2021-12-15,Mpumalanga,11.4,19.3
2021-12-16,Mpumalanga,0.0,17.2
2021-12-17,Mpumalanga,0.0,14.4
2021-12-18,Mpumalanga,4.5,19.0
2021-12-19,Mpumalanga,1.2,17.0
2021-12-20,Mpumalanga,0.0,16.0
2021-12-21,Mpumalanga,0.0,18.6
2021-12-22,Mpumalanga,0.0,15.3
2021-12-23,Mpumalanga,0.0,19.0
2021-12-24,Mpumalanga,0.0,16.6
2021-12-25,Mpumalanga,0.0,17.9
2021-12-26,Mpumalanga,0.0,21.0
2021-12-27,Mpumalanga,0.0,16.6
2021-12-28,Mpumalanga,4.3,16.1
2021-12-29,Mpumalanga,8.9,14.7
2021-12-30,Mpumalanga,1.1,16.0
2021-12-31,Mpumalanga,0.0,14.6
2022-01-01,Mpumalanga,0.0,15.9
2022-01-02,Mpumalanga,0.0,20.5
2022-01-03,Mpumalanga,8.9,16.3
2022-01-04,Mpumalanga,0.0,15.3
2022-01-05,Mpumalanga,0.0,15.8
2022-01-06,Mpumalanga,7.9,15.5
2022-01-07,Mpumalanga,0.0,17.6
2022-01-08,Mpumalanga,0.5,15.9
2022-01-09,Mpumalanga,0.0,18.4
2022-01-10,Mpumalanga,0.0,15.5
2022-01-11,Mpumalanga,0.0,15.6
2022-01-12,Mpumalanga,0.0,14.7
2022-01-13,Mpumalanga,0.0,15.4
2022-01-14,Mpumalanga,0.0,13.4
2022-01-15,Mpumalanga,10.5,12.8
2022-01-16,Mpumalanga,0.0,16.9
2022-01-17,Mpumalanga,0.0,13.4
2022-01-18,Mpumalanga,4.3,16.6
2022-01-19,Mpumalanga,0.0,15.3
2022-01-20,Mpumalanga,0.0,17.4
2022-01-21,Mpumalanga,10.6,13.4
2022-01-22,Mpumalanga,1.4,16.9
2022-01-23,Mpumalanga,0.3,16.6
2022-01-24,Mpumalanga,10.6,16.6
2022-01-25,Mpumalanga,4.4,17.8
2022-01-26,Mpumalanga,0.0,16.2
2022-01-27,Mpumalanga,6.2,12.5
2022-01-28,Mpumalanga,3.8,16.8
2022-01-29,Mpumalanga,0.0,16.7
2022-01-30,Mpumalanga,0.0,15.8
2022-01-31,Mpumalanga,10.3,15.0
2022-02-01,Mpumalanga,7.3,15.7
2022-02-02,Mpumalanga,8.2,18.5
2022-02-03,Mpumalanga,0.0,14.9
2022-02-04,Mpumalanga,0.0,13.7
2022-02-05,Mpumalanga,14.2,14.2
2022-02-06,Mpumalanga,15.3,16.4
2022-02-07,Mpumalanga,20.2,19.0
2022-02-08,Mpumalanga,0.0,19.8
2022-02-09,Mpumalanga,0.0,17.5
2022-02-10,Mpumalanga,3.0,15.1
2022-02-11,Mpumalanga,0.9,15.3
2022-02-12,Mpumalanga,10.1,18.0
2022-02-13,Mpumalanga,8.3,18.7
2022-02-14,Mpumalanga,0.0,15.8
2022-02-15,Mpumalanga,8.4,19.0
2022-02-16,Mpumalanga,9.2,16.5
2022-02-17,Mpumalanga,19.8,18.0
2022-02-18,Mpumalanga,0.0,18.7
2022-02-19,Mpumalanga,0.0,14.8
2022-02-20,Mpumalanga,3.5,17.8
2022-02-21,Mpumalanga,21.5,19.3
2022-02-22,Mpumalanga,0.1,16.4
2022-02-23,Mpumalanga,0.0,15.7
2022-02-24,Mpumalanga,7.0,18.1
2022-02-25,Mpumalanga,0.0,17.6
2022-02-26,Mpumalanga,0.0,17.0
2022-02-27,Mpumalanga,0.0,17.6
2022-02-28,Mpumalanga,2.0,15.1
2022-03-01,Mpumalanga,0.0,18.3
2022-03-02,Mpumalanga,0.0,20.2
2022-03-03,Mpumalanga,0.2,16.8
2022-03-04,Mpumalanga,5.8,16.7
2022-03-05,Mpumalanga,5.3,18.3
2022-03-06,Mpumalanga,12.1,22.4
2022-03-07,Mpumalanga,9.8,19.8
2022-03-08,Mpumalanga,0.0,18.1
2022-03-09,Mpumalanga,0.0,18.4
2022-03-10,Mpumalanga,0.0,20.2
2022-03-11,Mpumalanga,2.7,17.1
2022-03-12,Mpumalanga,0.0,19.5
2022-03-13,Mpumalanga,2.5,17.0
2022-03-14,Mpumalanga,0.0,20.1
2022-03-15,Mpumalanga,0.0,18.4
2022-03-16,Mpumalanga,4.6,19.2
2022-03-17,Mpumalanga,0.0,18.5
2022-03-18,Mpumalanga,1.0,20.2
2022-03-19,Mpumalanga,0.0,18.9
2022-03-20,Mpumalanga,0.0,22.5
2022-03-21,Mpumalanga,0.0,21.5
2022-03-22,Mpumalanga,0.0,17.5
2022-03-23,Mpumalanga,0.0,19.9
2022-03-24,Mpumalanga,3.4,20.8
2022-03-25,Mpumalanga,0.0,19.1
2022-03-26,Mpumalanga,0.0,21.7
2022-03-27,Mpumalanga,2.9,21.6
2022-03-28,Mpumalanga,0.5,19.9
2022-03-29,Mpumalanga,0.0,21.6
2022-03-30,Mpumalanga,0.0,16.6
2022-03-31,Mpumalanga,0.0,22.4
2022-04-01,Mpumalanga,3.4,21.8
2022-04-02,Mpumalanga,0.0,18.9
2022-04-03,Mpumalanga,3.1,21.0
2022-04-04,Mpumalanga,0.0,17.7
2022-04-05,Mpumalanga,0.0,19.7
2022-04-06,Mpumalanga,9.2,22.6
2022-04-07,Mpumalanga,0.0,21.0
2022-04-08,Mpumalanga,0.0,21.0
2022-04-09,Mpumalanga,0.0,21.3
2022-04-10,Mpumalanga,0.0,21.2
2022-04-11,Mpumalanga,0.0,22.9
2022-04-12,Mpumalanga,0.0,20.6
2022-04-13,Mpumalanga,4.2,22.3
2022-04-14,Mpumalanga,5.9,20.1
2022-04-15,Mpumalanga,1.0,23.0
2022-04-16,Mpumalanga,0.0,21.5
2022-04-17,Mpumalanga,0.0,22.0
2022-04-18,Mpumalanga,0.0,21.6
2022-04-19,Mpumalanga,0.0,21.9
2022-04-20,Mpumalanga,0.0,20.9
2022-04-21,Mpumalanga,0.0,23.0
2022-04-22,Mpumalanga,0.0,23.4
2022-04-23,Mpumalanga,0.0,20.7
2022-04-24,Mpumalanga,0.0,21.9
2022-04-25,Mpumalanga,2.3,22.9
2022-04-26,Mpumalanga,0.0,22.1
2022-04-27,Mpumalanga,1.4,22.8
2022-04-28,Mpumalanga,0.0,25.6
2022-04-29,Mpumalanga,0.0,21.8
2022-04-30,Mpumalanga,0.0,19.9
2022-05-01,Mpumalanga,0.0,22.6
2022-05-02,Mpumalanga,0.0,23.1
2022-05-03,Mpumalanga,0.0,23.0
2022-05-04,Mpumalanga,0.0,24.2
2022-05-05,Mpumalanga,0.0,22.4
2022-05-06,Mpumalanga,0.0,22.2
2022-05-07,Mpumalanga,0.0,23.1
2022-05-08,Mpumalanga,0.0,23.2
2022-05-09,Mpumalanga,0.0,27.5
2022-05-10,Mpumalanga,2.3,26.7
2022-05-11,Mpumalanga,0.0,22.0
2022-05-12,Mpumalanga,0.0,21.7
2022-05-13,Mpumalanga,0.0,24.5
2022-05-14,Mpumalanga,0.8,27.6
2022-05-15,Mpumalanga,0.0,25.8
2022-05-16,Mpumalanga,0.0,24.9
2022-05-17,Mpumalanga,0.0,24.3
2022-05-18,Mpumalanga,0.0,26.7
2022-05-19,Mpumalanga,1.5,25.5
2022-05-20,Mpumalanga,0.0,27.9
2022-05-21,Mpumalanga,0.0,22.8
2022-05-22,Mpumalanga,0.0,26.1
2022-05-23,Mpumalanga,0.0,24.7
2022-05-24,Mpumalanga,0.0,26.3
2022-05-25,Mpumalanga,0.0,26.1
2022-05-26,Mpumalanga,0.0,26.6
2022-05-27,Mpumalanga,0.1,27.3
2022-05-28,Mpumalanga,0.0,28.0
2022-05-29,Mpumalanga,0.0,29.0
2022-05-30,Mpumalanga,0.0,26.1
2022-05-31,Mpumalanga,0.0,25.4
2022-06-01,Mpumalanga,0.0,24.4
2022-06-02,Mpumalanga,0.0,27.0
2022-06-03,Mpumalanga,0.0,27.6
2022-06-04,Mpumalanga,0.0,24.4
2022-06-05,Mpumalanga,0.0,28.2
2022-06-06,Mpumalanga,0.0,26.4
2022-06-07,Mpumalanga,0.0,24.8
2022-06-08,Mpumalanga,0.0,25.5
2022-06-09,Mpumalanga,0.0,25.4
2022-06-10,Mpumalanga,0.0,25.5
2022-06-11,Mpumalanga,0.0,27.8
2022-06-12,Mpumalanga,0.0,28.3
2022-06-13,Mpumalanga,0.0,29.6
2022-06-14,Mpumalanga,0.0,26.0
2022-06-15,Mpumalanga,0.0,27.7
2022-06-16,Mpumalanga,0.0,26.2
2022-06-17,Mpumalanga,1.3,27.3
2022-06-18,Mpumalanga,0.0,25.1
2022-06-19,Mpumalanga,0.0,25.7
2022-06-20,Mpumalanga,0.0,28.6
2022-06-21,Mpumalanga,0.0,25.2
2022-06-22,Mpumalanga,0.0,28.4
2022-06-23,Mpumalanga,0.0,26.5
2022-06-24,Mpumalanga,0.0,24.7
2022-06-25,Mpumalanga,0.0,23.8
2022-06-26,Mpumalanga,0.0,29.8
2022-06-27,Mpumalanga,0.0,24.8
2022-06-28,Mpumalanga,0.0,27.6
2022-06-29,Mpumalanga,0.0,28.3
2022-06-30,Mpumalanga,0.0,25.8
2022-07-01,Mpumalanga,0.0,27.0
2022-07-02,Mpumalanga,0.0,28.5
2022-07-03,Mpumalanga,0.0,28.3
2022-07-04,Mpumalanga,0.0,27.2
2022-07-05,Mpumalanga,0.0,28.2
2022-07-06,Mpumalanga,0.0,27.7
2022-07-07,Mpumalanga,0.0,26.5
2022-07-08,Mpumalanga,0.2,29.7
2022-07-09,Mpumalanga,0.0,28.3
2022-07-10,Mpumalanga,0.0,25.2
2022-07-11,Mpumalanga,0.0,28.8
2022-07-12,Mpumalanga,0.0,27.1
2022-07-13,Mpumalanga,0.0,27.6
2022-07-14,Mpumalanga,0.0,28.0
2022-07-15,Mpumalanga,0.0,26.8
2022-07-16,Mpumalanga,0.0,30.7
2022-07-17,Mpumalanga,0.0,25.8
2022-07-18,Mpumalanga,0.0,28.1
2022-07-19,Mpumalanga,0.0,28.6
2022-07-20,Mpumalanga,0.0,28.1
2022-07-21,Mpumalanga,0.0,27.7
2022-07-22,Mpumalanga,0.0,27.4
2022-07-23,Mpumalanga,0.0,26.8
2022-07-24,Mpumalanga,0.0,26.7
2022-07-25,Mpumalanga,0.0,29.7
2022-07-26,Mpumalanga,0.0,27.3
2022-07-27,Mpumalanga,0.0,31.1
2022-07-28,Mpumalanga,0.0,28.9
2022-07-29,Mpumalanga,0.0,23.9
2022-07-30,Mpumalanga,0.0,29.2
2022-07-31,Mpumalanga,0.0,27.7
2022-08-01,Mpumalanga,0.0,25.7
2022-08-02,Mpumalanga,0.0,29.7
2022-08-03,Mpumalanga,0.0,27.1
2022-08-04,Mpumalanga,0.0,26.9
2022-08-05,Mpumalanga,0.0,28.2
2022-08-06,Mpumalanga,0.0,29.3
2022-08-07,Mpumalanga,0.0,27.8
2022-08-08,Mpumalanga,0.0,27.6
2022-08-09,Mpumalanga,0.0,26.5
2022-08-10,Mpumalanga,0.0,29.2
2022-08-11,Mpumalanga,0.0,27.6
2022-08-12,Mpumalanga,0.0,27.0
2022-08-13,Mpumalanga,0.0,26.8
2022-08-14,Mpumalanga,0.0,28.8
2022-08-15,Mpumalanga,0.0,26.8
2022-08-16,Mpumalanga,0.0,28.7
2022-08-17,Mpumalanga,0.0,26.4
2022-08-18,Mpumalanga,0.0,28.2
2022-08-19,Mpumalanga,0.0,27.3
2022-08-20,Mpumalanga,0.0,25.5
2022-08-21,Mpumalanga,0.0,26.8
2022-08-22,Mpumalanga,0.0,23.6
2022-08-23,Mpumalanga,0.0,25.7
2022-08-24,Mpumalanga,0.0,24.4
2022-08-25,Mpumalanga,0.0,29.7
2022-08-26,Mpumalanga,0.0,24.3
2022-08-27,Mpumalanga,0.0,30.4
2022-08-28,Mpumalanga,0.0,27.2
2022-08-29,Mpumalanga,0.0,25.6
2022-08-30,Mpumalanga,0.0,27.5
2022-08-31,Mpumalanga,0.0,25.3
2022-09-01,Mpumalanga,0.0,24.1
2022-09-02,Mpumalanga,0.0,26.2
2022-09-03,Mpumalanga,0.0,27.1
2022-09-04,Mpumalanga,0.0,27.9
2022-09-05,Mpumalanga,0.0,26.6
2022-09-06,Mpumalanga,0.0,25.0
2022-09-07,Mpumalanga,0.0,27.8
2022-09-08,Mpumalanga,0.0,27.4
2022-09-09,Mpumalanga,0.0,26.0
2022-09-10,Mpumalanga,0.0,27.3
2022-09-11,Mpumalanga,0.0,28.7
2022-09-12,Mpumalanga,0.0,24.5
2022-09-13,Mpumalanga,0.0,23.9
2022-09-14,Mpumalanga,0.0,24.3
2022-09-15,Mpumalanga,0.0,23.0
2022-09-16,Mpumalanga,0.0,25.8
2022-09-17,Mpumalanga,0.0,22.4
2022-09-18,Mpumalanga,0.0,26.7
2022-09-19,Mpumalanga,0.0,23.7
2022-09-20,Mpumalanga,0.0,26.6
2022-09-21,Mpumalanga,0.0,20.6
2022-09-22,Mpumalanga,0.0,23.8
2022-09-23,Mpumalanga,0.0,22.4
2022-09-24,Mpumalanga,0.0,26.2
2022-09-25,Mpumalanga,0.0,26.6
2022-09-26,Mpumalanga,0.0,20.5
